"player_id","round","status","price","score"
252,4,"Dúvida",15.0,0.0
341,4,"Dúvida",7.79,2.0
136,16,"Dúvida",20.18,0.0
190,16,"Dúvida",8.99,0.0
319,18,"Dúvida",2.51,0.0
59,18,"Dúvida",28.2,19.5
125,20,"Dúvida",9.09,0.0
319,20,"Dúvida",3.41,7.1
345,20,"Dúvida",10.04,0.8
59,20,"Dúvida",28.2,0.0
319,21,"Dúvida",5.53,17.0
59,21,"Dúvida",28.2,0.0
817,25,"Dúvida",3.72,0.0
39,25,"Dúvida",17.6,0.0
354,26,"Dúvida",17.08,0.0
778,26,"Dúvida",2.27,8.0
39,31,"Dúvida",17.65,0.0
412,31,"Dúvida",0.82,-6.0
680,34,"Dúvida",8.73,10.7
342,34,"Dúvida",5.26,0.0
334,37,"Dúvida",1.54,0.0
275,37,"Dúvida",2.0,0.0
334,38,"Dúvida",1.54,0.0
275,38,"Dúvida",0.83,-7.0
778,5,"Suspenso",0.81,-4.5
406,8,"Suspenso",22.0,-3.6
39,14,"Suspenso",17.06,5.0
90,18,"Suspenso",17.98,14.0
817,24,"Suspenso",3.72,-1.3
319,27,"Suspenso",3.17,0.0
305,28,"Suspenso",2.73,-5.5
519,29,"Suspenso",3.13,-3.5
354,29,"Suspenso",15.38,-1.0
152,29,"Suspenso",9.63,-2.5
675,30,"Suspenso",12.39,-1.0
49,33,"Suspenso",19.59,4.7
680,36,"Suspenso",8.02,6.0
341,36,"Suspenso",5.95,0.0
406,37,"Suspenso",21.99,6.0
252,37,"Suspenso",11.56,1.5
406,38,"Suspenso",21.99,0.0
252,38,"Suspenso",11.56,0.0
120,1,"Contundido",1.0,0.0
436,1,"Contundido",1.0,0.0
252,1,"Contundido",15.0,0.0
184,1,"Contundido",5.0,0.0
120,2,"Contundido",1.0,0.0
436,2,"Contundido",1.0,0.0
252,2,"Contundido",15.0,0.0
125,2,"Contundido",9.09,0.7
184,2,"Contundido",5.0,0.0
120,3,"Contundido",1.0,0.0
252,3,"Contundido",15.0,0.0
125,3,"Contundido",9.09,0.0
184,3,"Contundido",5.0,0.0
125,4,"Contundido",9.09,0.0
184,4,"Contundido",5.0,0.0
174,2,"Dúvida",8.46,5.0
94,3,"Dúvida",10.0,0.0
542,3,"Dúvida",3.98,6.8
174,5,"Dúvida",6.95,-1.5
754,6,"Dúvida",16.92,3.4
799,6,"Dúvida",5.64,6.4
300,6,"Dúvida",9.11,0.0
677,6,"Dúvida",2.0,0.0
468,8,"Dúvida",6.13,0.0
946,8,"Dúvida",2.0,0.0
419,8,"Dúvida",10.21,0.0
651,8,"Dúvida",12.17,6.7
3,8,"Dúvida",26.81,0.5
31,8,"Dúvida",3.31,0.2
597,9,"Dúvida",5.77,0.0
946,9,"Dúvida",3.49,7.6
231,10,"Dúvida",16.36,17.5
574,10,"Dúvida",7.83,9.3
237,10,"Dúvida",6.79,0.0
197,10,"Dúvida",0.79,0.0
94,10,"Dúvida",9.99,3.3
542,10,"Dúvida",3.98,0.0
422,11,"Dúvida",15.29,6.9
220,12,"Dúvida",6.92,0.0
149,12,"Dúvida",7.31,-1.8
514,12,"Dúvida",6.0,0.0
262,12,"Dúvida",2.03,0.0
923,13,"Dúvida",6.69,0.0
362,13,"Dúvida",14.57,11.3
262,13,"Dúvida",2.28,1.3
435,13,"Dúvida",2.0,0.0
811,13,"Dúvida",1.0,0.0
754,14,"Dúvida",15.16,0.0
138,14,"Dúvida",0.83,0.0
597,14,"Dúvida",8.08,9.0
468,14,"Dúvida",6.3,6.2
946,14,"Dúvida",4.31,4.7
617,14,"Dúvida",2.36,-2.2
779,14,"Dúvida",2.86,0.0
775,14,"Dúvida",7.08,10.5
138,15,"Dúvida",0.83,0.0
247,15,"Dúvida",6.17,5.1
429,15,"Dúvida",5.73,4.5
617,15,"Dúvida",3.0,1.7
574,16,"Dúvida",7.6,0.0
197,16,"Dúvida",0.82,0.0
504,16,"Dúvida",6.71,0.0
419,16,"Dúvida",8.68,0.6
622,17,"Dúvida",10.14,0.0
1000,17,"Dúvida",2.0,0.0
946,18,"Dúvida",4.31,0.0
220,20,"Dúvida",7.04,0.1
231,21,"Dúvida",15.05,8.4
179,21,"Dúvida",9.75,4.0
682,21,"Dúvida",2.41,6.9
568,21,"Dúvida",4.0,0.0
199,21,"Dúvida",4.0,0.0
220,22,"Dúvida",7.18,0.6
131,22,"Dúvida",15.17,4.2
3,22,"Dúvida",26.14,0.0
813,22,"Dúvida",3.15,6.2
94,25,"Dúvida",11.4,7.1
747,25,"Dúvida",1.72,0.4
775,25,"Dúvida",6.65,3.0
391,25,"Dúvida",3.0,0.0
220,26,"Dúvida",7.31,0.0
832,26,"Dúvida",5.27,2.9
131,26,"Dúvida",13.46,-4.8
94,26,"Dúvida",11.14,4.7
262,26,"Dúvida",2.99,5.3
3,27,"Dúvida",26.08,6.5
358,28,"Dúvida",6.13,0.0
606,28,"Dúvida",8.4,2.5
262,28,"Dúvida",3.25,6.2
37,29,"Dúvida",5.07,3.2
847,30,"Dúvida",2.0,0.0
799,31,"Dúvida",6.14,3.7
362,31,"Dúvida",14.42,0.0
839,31,"Dúvida",3.65,3.3
262,31,"Dúvida",2.14,0.0
571,31,"Dúvida",4.09,-0.3
651,32,"Dúvida",11.42,7.0
137,32,"Dúvida",4.0,0.0
164,33,"Dúvida",11.38,4.1
867,33,"Dúvida",3.57,2.5
220,34,"Dúvida",7.02,1.4
490,34,"Dúvida",22.42,0.0
727,34,"Dúvida",1.49,2.8
220,35,"Dúvida",6.72,-0.3
746,35,"Dúvida",2.5,-0.8
391,35,"Dúvida",4.41,3.9
231,37,"Dúvida",14.3,5.0
568,37,"Dúvida",3.15,0.0
231,38,"Dúvida",15.61,12.3
568,38,"Dúvida",3.15,0.0
377,1,"Suspenso",5.0,0.0
377,2,"Suspenso",5.0,0.0
277,3,"Suspenso",3.04,-3.9
182,4,"Suspenso",9.65,-1.4
422,4,"Suspenso",13.22,-6.3
542,4,"Suspenso",2.73,-1.1
504,5,"Suspenso",6.87,7.1
164,5,"Suspenso",9.89,-2.4
673,5,"Suspenso",6.26,1.2
597,6,"Suspenso",6.69,-3.8
231,8,"Suspenso",14.42,11.2
141,8,"Suspenso",9.02,-5.4
597,8,"Suspenso",5.77,-4.8
377,8,"Suspenso",4.85,-0.1
160,8,"Suspenso",8.79,2.5
300,8,"Suspenso",9.23,3.1
807,8,"Suspenso",6.28,3.1
617,8,"Suspenso",2.23,-2.0
824,8,"Suspenso",0.83,-4.1
138,9,"Suspenso",0.83,-4.0
358,9,"Suspenso",6.87,0.5
386,9,"Suspenso",2.36,-2.2
352,10,"Suspenso",7.99,-1.0
839,10,"Suspenso",2.83,-4.7
651,11,"Suspenso",10.27,-4.7
131,12,"Suspenso",16.21,12.5
298,12,"Suspenso",5.06,2.5
754,13,"Suspenso",15.16,1.8
237,13,"Suspenso",5.1,4.5
779,13,"Suspenso",2.86,2.4
528,14,"Suspenso",8.15,7.1
651,14,"Suspenso",10.11,-2.3
179,15,"Suspenso",9.09,-0.2
149,15,"Suspenso",8.09,2.5
202,15,"Suspenso",13.73,5.6
504,15,"Suspenso",6.71,2.0
890,15,"Suspenso",3.52,6.2
516,15,"Suspenso",10.83,-4.6
164,17,"Suspenso",10.45,-0.7
574,18,"Suspenso",7.13,0.7
468,18,"Suspenso",4.68,-1.4
131,18,"Suspenso",14.56,-1.6
451,18,"Suspenso",6.65,-8.6
775,18,"Suspenso",5.13,-1.0
360,19,"Suspenso",10.65,-0.3
832,19,"Suspenso",3.88,-1.8
868,19,"Suspenso",7.72,7.1
140,20,"Suspenso",7.33,-2.0
617,20,"Suspenso",2.84,-1.3
811,20,"Suspenso",2.96,3.9
149,21,"Suspenso",6.16,-4.7
247,21,"Suspenso",5.97,4.8
451,21,"Suspenso",6.26,-6.7
269,22,"Suspenso",13.25,-3.3
300,22,"Suspenso",11.45,6.7
451,22,"Suspenso",6.26,0.0
141,23,"Suspenso",11.66,-0.4
164,23,"Suspenso",12.85,15.3
606,24,"Suspenso",8.37,2.8
262,24,"Suspenso",1.87,-0.9
269,25,"Suspenso",12.78,-5.1
149,25,"Suspenso",6.21,-2.5
514,25,"Suspenso",4.27,-4.2
504,25,"Suspenso",5.76,-3.5
746,25,"Suspenso",2.84,1.2
182,26,"Suspenso",12.9,10.1
98,26,"Suspenso",11.57,-2.8
43,26,"Suspenso",2.81,-3.0
202,26,"Suspenso",13.03,0.0
415,26,"Suspenso",14.38,-3.1
377,26,"Suspenso",6.32,-1.4
298,26,"Suspenso",6.34,5.4
160,27,"Suspenso",10.36,3.1
677,27,"Suspenso",2.01,-0.2
179,29,"Suspenso",8.83,-2.0
832,29,"Suspenso",5.55,4.2
868,29,"Suspenso",6.35,-3.3
131,29,"Suspenso",15.7,8.2
839,29,"Suspenso",3.56,2.8
490,29,"Suspenso",20.91,-3.8
528,29,"Suspenso",7.81,1.5
516,29,"Suspenso",10.35,-4.8
617,29,"Suspenso",1.73,-9.1
504,31,"Suspenso",6.32,-0.9
813,31,"Suspenso",1.46,-6.1
791,33,"Suspenso",6.83,6.1
490,33,"Suspenso",22.42,6.3
199,33,"Suspenso",5.64,-2.1
574,34,"Suspenso",7.06,0.4
202,34,"Suspenso",12.32,-3.4
481,34,"Suspenso",3.76,0.0
832,35,"Suspenso",5.43,2.3
617,35,"Suspenso",2.89,-2.4
262,35,"Suspenso",3.46,5.7
269,36,"Suspenso",14.7,5.7
220,36,"Suspenso",6.82,0.4
98,36,"Suspenso",11.61,0.0
182,37,"Suspenso",11.29,-2.3
360,37,"Suspenso",10.21,-2.6
182,38,"Suspenso",11.29,0.0
360,38,"Suspenso",10.21,0.0
269,1,"Contundido",16.0,0.0
281,1,"Contundido",7.12,1.0
576,1,"Contundido",4.9,0.2
890,1,"Contundido",1.0,0.0
404,1,"Contundido",7.0,0.0
904,1,"Contundido",2.0,0.0
264,1,"Contundido",6.0,0.0
94,1,"Contundido",10.0,0.0
721,1,"Contundido",5.0,0.0
93,1,"Contundido",4.0,0.0
269,2,"Contundido",16.0,0.0
755,2,"Contundido",4.0,0.0
281,2,"Contundido",7.12,0.0
576,2,"Contundido",4.9,0.0
494,2,"Contundido",6.17,0.0
352,2,"Contundido",9.55,8.4
904,2,"Contundido",2.0,0.0
264,2,"Contundido",6.0,0.0
94,2,"Contundido",10.0,0.0
721,2,"Contundido",5.0,0.0
93,2,"Contundido",4.0,0.0
269,3,"Contundido",16.0,0.0
149,3,"Contundido",8.34,-3.7
281,3,"Contundido",7.12,0.0
576,3,"Contundido",4.9,0.0
494,3,"Contundido",6.17,0.0
352,3,"Contundido",9.55,0.0
904,3,"Contundido",2.0,0.0
721,3,"Contundido",5.0,0.0
93,3,"Contundido",4.0,0.0
269,4,"Contundido",16.0,0.0
149,4,"Contundido",8.34,0.0
281,4,"Contundido",7.12,0.0
576,4,"Contundido",4.9,0.0
606,4,"Contundido",7.81,4.8
494,4,"Contundido",6.17,0.0
352,4,"Contundido",9.55,0.0
904,4,"Contundido",2.0,0.0
721,4,"Contundido",5.0,0.0
93,4,"Contundido",4.0,0.0
269,5,"Contundido",16.0,0.0
149,5,"Contundido",8.34,0.0
281,5,"Contundido",7.12,0.0
576,5,"Contundido",4.9,0.0
606,5,"Contundido",7.81,0.0
300,5,"Contundido",9.11,4.3
494,5,"Contundido",6.17,0.0
352,5,"Contundido",9.55,0.0
186,1,"Dúvida",3.0,0.0
106,1,"Dúvida",3.72,-0.3
613,1,"Dúvida",7.67,-0.3
624,1,"Dúvida",5.0,0.0
23,2,"Dúvida",20.45,6.0
380,2,"Dúvida",6.0,0.0
706,3,"Dúvida",8.0,0.0
434,3,"Dúvida",4.81,0.0
268,3,"Dúvida",11.74,0.0
299,3,"Dúvida",7.35,7.3
455,4,"Dúvida",7.12,0.0
267,4,"Dúvida",10.68,3.5
485,4,"Dúvida",8.0,0.0
381,4,"Dúvida",5.98,8.4
176,5,"Dúvida",13.08,0.0
579,6,"Dúvida",8.16,-4.5
485,6,"Dúvida",6.17,-1.3
265,6,"Dúvida",1.03,0.0
433,6,"Dúvida",3.37,0.0
560,8,"Dúvida",4.0,0.0
310,8,"Dúvida",1.0,0.0
380,8,"Dúvida",6.0,0.0
239,8,"Dúvida",3.0,0.0
561,8,"Dúvida",2.29,1.1
509,8,"Dúvida",8.0,0.0
465,9,"Dúvida",1.24,0.0
268,9,"Dúvida",10.34,-2.4
710,9,"Dúvida",1.74,0.0
321,9,"Dúvida",2.82,0.0
307,10,"Dúvida",13.19,0.0
75,10,"Dúvida",8.65,1.9
724,11,"Dúvida",2.84,0.0
142,11,"Dúvida",7.31,0.3
624,11,"Dúvida",2.63,0.0
142,13,"Dúvida",7.31,0.0
684,13,"Dúvida",1.0,0.0
706,14,"Dúvida",9.08,0.0
642,14,"Dúvida",4.0,0.0
186,15,"Dúvida",3.2,0.5
572,15,"Dúvida",0.82,0.0
706,15,"Dúvida",9.08,0.0
546,15,"Dúvida",3.47,4.4
173,16,"Dúvida",3.95,6.1
163,16,"Dúvida",10.04,0.0
611,16,"Dúvida",14.58,0.0
452,16,"Dúvida",2.0,0.0
176,17,"Dúvida",10.92,2.2
860,17,"Dúvida",5.0,0.0
169,17,"Dúvida",2.44,-0.1
710,17,"Dúvida",3.8,4.7
177,18,"Dúvida",6.68,2.3
489,18,"Dúvida",3.85,0.0
327,18,"Dúvida",16.42,10.2
706,18,"Dúvida",8.3,1.7
381,18,"Dúvida",4.16,0.0
268,18,"Dúvida",11.62,5.8
710,18,"Dúvida",3.8,0.0
380,18,"Dúvida",6.73,0.0
47,21,"Dúvida",9.95,8.3
307,21,"Dúvida",14.13,5.9
86,21,"Dúvida",5.89,0.0
310,21,"Dúvida",2.4,6.4
985,21,"Dúvida",3.29,3.0
405,21,"Dúvida",6.17,5.2
579,22,"Dúvida",8.57,2.5
740,22,"Dúvida",11.84,0.0
398,22,"Dúvida",5.37,5.0
307,24,"Dúvida",13.23,0.6
310,24,"Dúvida",2.6,0.0
75,24,"Dúvida",8.74,8.2
398,24,"Dúvida",5.1,1.7
169,24,"Dúvida",2.54,0.0
509,24,"Dúvida",6.77,-1.1
16,25,"Dúvida",6.64,0.0
196,25,"Dúvida",4.05,-1.1
489,25,"Dúvida",3.64,1.6
724,25,"Dúvida",2.7,0.0
310,25,"Dúvida",2.6,0.0
172,25,"Dúvida",11.52,-0.6
20,25,"Dúvida",5.2,0.0
265,26,"Dúvida",3.95,0.6
381,26,"Dúvida",4.92,0.5
310,26,"Dúvida",1.67,-0.6
509,26,"Dúvida",7.68,3.9
487,27,"Dúvida",5.58,0.0
103,27,"Dúvida",13.09,0.5
97,28,"Dúvida",10.18,0.0
465,28,"Dúvida",0.83,0.0
434,29,"Dúvida",4.38,0.0
624,29,"Dúvida",5.86,5.7
173,30,"Dúvida",2.92,0.0
163,30,"Dúvida",10.26,0.0
16,30,"Dúvida",6.13,0.0
335,30,"Dúvida",9.93,4.0
196,30,"Dúvida",4.83,3.1
524,30,"Dúvida",5.09,0.0
579,30,"Dúvida",8.14,-0.3
740,30,"Dúvida",10.44,3.1
310,30,"Dúvida",2.31,3.1
523,30,"Dúvida",2.7,0.0
2,30,"Dúvida",3.5,0.0
509,30,"Dúvida",7.14,0.0
503,31,"Dúvida",4.66,0.0
65,31,"Dúvida",12.6,4.1
487,31,"Dúvida",5.4,-0.5
647,33,"Dúvida",2.39,0.0
525,33,"Dúvida",4.18,3.8
639,33,"Dúvida",5.21,0.0
587,34,"Dúvida",8.0,0.0
310,34,"Dúvida",2.06,1.4
587,35,"Dúvida",6.32,-1.6
489,35,"Dúvida",4.98,6.0
657,35,"Dúvida",7.01,0.0
647,35,"Dúvida",2.05,0.0
172,35,"Dúvida",11.09,-0.3
20,35,"Dúvida",3.86,0.0
316,36,"Dúvida",12.85,-2.8
555,36,"Dúvida",3.5,0.0
605,37,"Dúvida",15.5,0.0
670,37,"Dúvida",2.0,0.0
605,38,"Dúvida",15.5,0.0
670,38,"Dúvida",1.84,1.0
465,1,"Suspenso",0.79,-4.7
192,1,"Suspenso",1.74,-5.8
523,1,"Suspenso",0.79,-6.6
265,3,"Suspenso",1.03,-10.7
572,6,"Suspenso",2.53,5.3
173,6,"Suspenso",2.6,-6.1
106,7,"Suspenso",2.72,-1.1
97,7,"Suspenso",10.82,3.9
307,7,"Suspenso",13.91,-7.0
351,7,"Suspenso",8.0,2.9
196,8,"Suspenso",4.62,1.1
611,8,"Suspenso",14.58,-2.6
172,8,"Suspenso",11.78,-2.8
307,9,"Suspenso",13.19,-4.9
158,9,"Suspenso",9.48,-0.9
316,10,"Suspenso",14.84,6.4
186,10,"Suspenso",2.02,-3.1
572,10,"Suspenso",0.82,-5.7
455,10,"Suspenso",6.55,1.6
261,10,"Suspenso",8.68,-3.9
23,10,"Suspenso",20.7,6.1
579,11,"Suspenso",9.73,8.5
460,11,"Suspenso",9.15,3.5
16,12,"Suspenso",5.88,-2.9
265,12,"Suspenso",3.9,3.5
